100000 3
8214 8632 840 
-2323 -4019 -2552 
-6383 -6316 8349 
-7116 2138 6742 
2386 4476 70 
404 -3621 -7104 
7709 6734 347 
9211 -7231 2215 
1912 -6214 -9730 
-6523 -9266 -9268 
1716 -2359 -1783 
7957 -2952 4399 
-5362 -8212 9670 
5824 -3314 7101 
-8491 2194 3581 
1138 -6441 -1955 
-3750 -3506 -4426 
-4341 -3303 -1469 
5177 -6666 -8961 
964 9915 5987 
9159 -9791 4248 
-4100 -3779 -1519 
-6851 4439 2471 
7910 -9020 -8608 
-9093 -9939 7915 
-7309 -2960 -6420 
-4209 -9632 7634 
8057 -1999 -5140 
6145 7986 -4676 
-510 -2890 1391 
9552 9237 7559 
-4193 -9115 -2998 
-2146 9758 7261 
-7868 6760 -5213 
-1004 -8764 -1439 
140 4135 3537 
4051 -2336 7467 
8402 9021 3718 
8551 4960 -455 
-8207 5931 2770 
7635 964 2544 
2477 -2810 3602 
7061 1542 -5099 
7821 6199 8477 
-4947 -3039 7555 
-5499 -9840 -1899 
-797 1322 -4137 
-704 5058 -4938 
-4823 -5992 9279 
7206 -9942 3786 
-4637 -9463 -5580 
-203 8990 3077 
-1350 -2507 -6748 
-1919 968 -9044 
-3713 -3260 -8019 
207 5164 3369 
-2167 4419 3391 
-8487 -3778 7863 
-5413 -6526 2942 
637 8844 149 
6565 -674 2646 
5991 2741 -1439 
-5336 -7470 -4646 
-4944 7541 -4691 
7980 4928 4998 
-8265 -8199 -6756 
-3415 286 -2126 
330 -5357 -5927 
6929 -6649 -6072 
6672 -5620 -5868 
4166 -6039 -3351 
-8129 5856 -1310 
607 -1733 5792 
4479 5940 -9357 
-1396 -8484 9081 
9810 -2143 -7306 
3137 6485 -8838 
7816 737 -7993 
7039 8452 7828 
778 8577 7315 
766 -9276 2366 
-7298 -466 -720 
-2674 2328 5833 
-4311 -729 4647 
9297 8157 9374 
1803 -9542 -7046 
-3661 6490 -8184 
-4009 -5351 -3049 
6188 -9084 -8980 
3416 639 3411 
-8077 -8135 -9800 
-5714 3180 -2123 
7166 -6565 2304 
-3391 -4189 -1327 
5090 5174 -5326 
7229 8786 2940 
-3452 -4691 2304 
3179 -2620 -9687 
-1948 -9910 -3472 
5817 714 -7810 
6343 7279 4013 
6640 -1779 5822 
-1483 8577 6875 
1223 8934 -3044 
5753 -3402 8687 
-2297 4671 6207 
2851 2179 6405 
9614 -4836 -1792 
-1203 -4546 3814 
-6813 7807 2013 
640 -860 -9061 
-6168 -6353 -2383 
-7647 -6279 -3439 
-7217 -9800 9691 
6811 8564 4943 
-5009 6169 -3589 
8765 -8059 6670 
-638 -251 -5604 
7476 8097 228 
3923 5846 -6378 
6636 -2534 5222 
-1764 4704 -8578 
525 -4678 -8624 
4813 -441 7028 
-6554 9726 -6316 
2101 -1009 -3673 
-7873 984 -900 
1524 2941 4649 
-7122 -3484 -3561 
-6889 -5196 7221 
4794 1097 3958 
1720 3859 8700 
2525 622 356 
-6354 -9439 -960 
-1005 -1342 1020 
-4401 -2958 2409 
4298 -4147 5402 
8263 4845 -6296 
-1739 -1703 -9275 
-822 4305 -3738 
8781 -9147 3299 
-3752 -952 9221 
9466 -3136 9128 
4148 -8287 4970 
-7809 6029 -6973 
-9439 8941 -8620 
7553 9219 53 
5364 2372 6246 
487 -1813 -1272 
-8390 9831 9107 
-8215 8393 -7776 
-7822 8282 6679 
-3656 -4170 -3953 
693 7127 8133 
-9461 -5693 -8246 
9891 7863 -2287 
5351 9688 -2532 
9095 -2731 -3726 
8731 -3904 399 
-4564 9681 5751 
-5909 -4669 4059 
2434 -1768 1717 
-3954 565 -4370 
-1001 7962 -5534 
7898 -8290 -9957 
-2108 9774 -7208 
-9583 -2482 -218 
2199 -1537 8354 
-2206 4187 -5584 
-4577 -8835 2466 
7637 1575 3731 
-7776 -8796 6488 
8470 -2779 -6890 
8807 -4561 -8375 
-8093 -8786 4544 
-9172 -7704 -441 
6619 -9290 1081 
5398 -2292 1664 
-7654 465 -7270 
-7504 -5029 5078 
1180 -6004 -4463 
9957 -8472 8255 
-8127 8403 6343 
7399 -8363 7084 
-7320 -8562 -7120 
2906 -6486 5123 
-7471 1347 -3242 
-6078 -9397 -5300 
1123 -5005 8659 
1585 -2876 -2935 
1100 411 5051 
-4483 7518 -163 
-3603 -1130 1231 
-1164 -8346 -8925 
3062 -3418 -7931 
3645 -8537 2245 
-7166 -4253 2977 
-8987 5129 -9208 
3144 -7058 4921 
-9978 -6275 1345 
2902 3622 3503 
-7716 9096 2483 
9800 -3154 306 
-9025 -7524 1646 
-6880 6476 7310 
-5434 -8327 9541 
-5553 -8080 -1630 
-8192 6252 -9754 
3140 4299 -7905 
-7374 -7473 -6606 
7733 6782 9343 
4963 -9906 90 
2401 -5423 -2527 
6732 6390 -8446 
-8554 -4699 -2895 
5846 -7280 3849 
1952 8015 -6640 
8465 424 5449 
4239 7080 -9773 
-7680 3790 1348 
-9593 -7329 6970 
-4970 75 -7682 
8144 6793 -5506 
-582 6792 2808 
-7891 7627 -9971 
9282 -4236 757 
-9243 -9109 -625 
8239 173 -4968 
-9975 -6209 6300 
-7728 -1488 5790 
8111 6075 435 
3696 -5009 7450 
-5574 9896 -9956 
-7619 4104 8392 
-2554 4765 -4508 
-1981 6585 -3342 
8700 3642 1586 
3712 -8179 5865 
-4817 3268 6517 
-1577 -457 4137 
-7046 54 2627 
-487 -8431 -6094 
100 -8829 -3532 
8763 -7280 7100 
2990 -3333 7957 
-9217 -4995 -1104 
8011 5281 -5773 
9799 -2042 -9827 
-94 -6538 5741 
2267 4708 -598 
8811 -8870 1020 
-9968 6799 1790 
8596 3412 -6399 
-5192 -1283 1137 
7436 -2087 2793 
-9477 6775 -24 
-6662 8469 9396 
1282 8676 -8266 
1798 2418 2961 
-6011 -4917 9832 
-8789 893 -6769 
-3229 4380 8383 
7667 -809 -2339 
-9210 -8002 4568 
8144 -2635 -8408 
5613 -8468 -4078 
8155 583 -4719 
-3084 -5524 -3677 
9882 -2990 4325 
209 3526 4211 
4658 4053 3431 
-98 4420 4946 
-9213 615 2291 
28 8980 -7176 
628 -326 -3793 
6109 5119 9708 
-9685 3699 8249 
-7878 9712 3467 
-8902 5460 -1638 
-1800 -2794 3773 
1048 -31 -7235 
-4324 -2254 9775 
-8545 5846 4065 
3897 3381 -7891 
4282 -9756 -5622 
2745 5731 4926 
5554 2583 -2386 
668 1368 -9887 
1510 -5405 3920 
-8593 -2825 6971 
-3970 -4658 -2548 
3285 4538 4548 
67 -8263 7662 
5056 7405 -6183 
-5645 -6989 -1735 
-7376 1134 4745 
3970 3297 -7102 
-121 4611 -9097 
5534 -4523 4524 
-4874 -1581 -7819 
-7114 -5018 2720 
-7384 5152 2150 
6893 1123 8250 
3236 6280 4112 
6945 9529 -1984 
5840 1418 506 
6866 1491 -8896 
6839 2824 4416 
9890 -6830 6570 
4742 -3929 -5190 
2512 -5402 3054 
-6968 -6756 2082 
8116 3380 -1959 
7963 3840 -3440 
3282 8810 6873 
-241 203 6820 
-4376 -7600 3498 
2247 6348 199 
2741 -1852 1371 
3069 -3101 -3346 
-1249 -9900 -6309 
-1763 -990 2376 
-1237 -8551 -3910 
-7964 -9025 -6891 
-4175 -4635 -9017 
195 507 2079 
2335 -4521 -8119 
258 3515 -1953 
6192 -853 1510 
-3928 5311 -952 
4955 433 -2076 
-4036 8234 -8488 
-1515 4876 7621 
-5800 5903 6741 
4910 -1382 4461 
4719 7227 -7449 
-9466 -9682 4184 
2371 7872 4475 
-9971 7711 -3452 
957 5186 7311 
5980 4010 -3726 
5094 -8528 -5171 
-2887 -6521 -5191 
582 1612 -2676 
2022 6904 -3593 
-802 1879 -8157 
8128 7936 5105 
435 5650 -285 
-2784 6894 453 
3977 5447 -8765 
-8377 -9705 6078 
-3936 3658 -7496 
-7760 -979 841 
8467 -9970 3833 
8472 8208 286 
-1601 -161 -6046 
-5100 6473 8439 
6795 -4834 7270 
5382 1404 8370 
-239 5899 -3649 
7600 6118 409 
-2637 9831 -925 
6512 -4284 -753 
-5397 2604 -7956 
-7712 8493 1936 
-7641 2169 -3560 
-3215 -7617 -2198 
-137 1106 6739 
-8143 -9281 5175 
-5185 480 2377 
-9584 912 -888 
-6808 7072 -7487 
-4696 -8223 5559 
-4921 -5640 5546 
2040 3125 3142 
4795 -931 6540 
8238 4859 8758 
-6718 9152 4509 
1427 4755 -6991 
-8447 -1668 -9461 
8439 2913 -150 
-8251 -1917 -1507 
-1087 -6341 9286 
-3278 -4741 -9587 
-9267 5452 -2697 
9105 -2528 6810 
9996 -1176 6615 
8790 -1486 3529 
-1155 -7739 5283 
-4891 4366 -736 
5120 -6136 -9838 
-6001 3693 -8811 
-832 -5750 9322 
-2544 3918 -3100 
3147 -6405 9115 
-3976 -9009 -8995 
2359 2939 2994 
283 -3934 6827 
-4623 5454 9989 
7359 1526 -1148 
-5661 3691 -5856 
5290 -2821 -8508 
-9629 -9077 -4042 
5452 -530 1380 
-6948 -8940 2423 
9533 6653 8911 
-8648 4453 -2358 
7085 9336 8923 
-1781 -8588 -1442 
-8177 -2233 -9426 
-2201 -9759 -4383 
-1715 -382 -6525 
1747 -7800 -686 
5585 -7142 -6432 
-4481 -8563 6909 
-4307 -8209 -2898 
-6293 -4869 -8336 
1468 6349 -9124 
2558 -1839 3786 
2564 185 1583 
-3653 6399 6666 
4194 -3358 7165 
-2064 2247 -1252 
-4463 5012 -5557 
-9445 4853 -4384 
-5081 -7117 -6487 
-7052 7201 1594 
-105 -2908 -9638 
-7575 -8148 -1997 
-6343 188 2302 
-9714 2858 -5518 
905 4488 -8394 
8149 6900 -619 
6736 -1266 -7074 
7906 -549 6726 
-935 2034 -7731 
5424 -823 -4657 
-4547 6383 9473 
9633 6272 -5039 
4157 1128 2460 
9686 3067 -4883 
1077 8451 5425 
3892 -4278 -7763 
-7547 -1910 -2152 
-1335 -9992 77 
-8585 -9 6621 
-7884 -6013 -1136 
1921 -5027 -3791 
2724 -3147 6512 
6559 9323 5413 
-6369 -6226 9409 
6929 5688 3065 
8121 3208 -2996 
38 -1305 6899 
-5604 4663 -3510 
-4561 -4370 5827 
-3542 1209 -4048 
-6158 -7350 -4713 
9291 5518 -3468 
7542 -2109 2093 
1910 4847 4728 
-437 -8646 1518 
501 6212 -3198 
-1052 2762 -7887 
-6833 2479 3681 
-2639 2353 -6615 
3327 -4605 8209 
6013 7760 4809 
548 9286 -1325 
4971 -2335 -3244 
-3857 182 636 
-1893 2366 555 
-3177 -4546 6176 
1394 -9749 4411 
6740 3046 -1065 
2147 -627 7334 
-1885 -4190 -8853 
-5241 1375 -85 
-6103 -9212 8129 
443 9906 2421 
-6030 -3922 -3260 
7637 9518 9642 
-2146 -3954 -9122 
6154 9977 -5959 
-969 1451 -3130 
6983 -8724 8672 
-9969 1511 -8610 
-2148 -3329 -4498 
-664 -9031 365 
-2891 1068 -4517 
3507 1711 -2775 
3700 4457 5317 
-6451 -6713 -5676 
2020 -5354 2468 
4144 -8199 8656 
6908 7871 1384 
-9194 1722 3910 
8966 -386 757 
9581 -248 4577 
6979 -2188 7470 
9638 -8003 -1844 
-7765 2538 -7321 
3532 1922 3797 
9381 1533 -9340 
1284 8518 -8426 
5060 2973 -1825 
-870 4176 -4328 
4312 -4246 -7618 
3099 9901 -3100 
-8647 8517 -7220 
-7880 4389 -3455 
-3599 -5519 -1004 
9819 6159 5343 
-7962 6999 6419 
2387 -5277 -3949 
5956 8330 3296 
-2439 -9748 8284 
3522 7450 -6150 
6738 -906 6704 
-6473 9931 -6767 
3234 -6974 -573 
8844 8735 -4464 
6697 -3228 8512 
-5115 5936 -1074 
1701 135 6426 
9732 -1747 -2503 
-5549 -8894 2141 
3741 -9779 -8235 
-2050 4595 -9889 
-273 9447 7468 
7657 -4321 1469 
-2190 -3055 2647 
-4808 -7600 -9798 
9087 4822 -5094 
6159 -8944 -6463 
8165 -1472 9026 
-8896 6679 8046 
-8648 620 2367 
-41 -6797 -1072 
-6825 -3111 3472 
197 9188 -4176 
-7835 3631 -672 
3006 9035 8478 
-1820 6992 7457 
-8251 1894 3603 
2934 -5185 -9598 
6381 -8846 -9849 
485 8688 797 
-9634 -4410 8517 
-5834 281 8616 
8327 -9407 -5721 
8008 1875 636 
-2740 8199 5419 
-8346 -2421 3343 
-8349 -7476 -6989 
7595 -7820 5547 
-6650 -1184 -21 
3211 42 4775 
-7410 9338 -8002 
-7615 -1411 -2351 
-7991 -4532 -526 
4491 -934 7325 
4285 9430 382 
-3834 6436 691 
4813 -4740 3020 
-7476 7114 8226 
4180 7486 -8432 
-6020 -9141 -4439 
764 5410 -9266 
1030 2873 -4385 
1155 5831 3786 
4678 4762 7913 
-2470 -4460 -1646 
9043 6961 -2240 
-5701 -4087 8900 
-3287 5722 -3400 
-5971 3427 -2174 
-6650 -2315 5499 
-6970 -818 -4664 
-6985 6743 -4133 
4664 -7986 5109 
-2756 -1965 -6596 
9970 -1837 -5003 
3698 3476 6437 
-7479 6933 650 
-6962 2524 9559 
1356 -8194 4635 
-3782 -2784 7711 
3801 7341 -7988 
-7128 6379 -2344 
2994 5276 6070 
-184 -5994 1499 
-5980 2071 4162 
-5601 -7922 5308 
-5026 -2122 1782 
347 927 -5280 
-1003 8686 5951 
-620 338 -935 
1865 1708 -1883 
1459 299 -8052 
9382 7163 -3817 
-2002 1210 7591 
-2876 -2717 -1374 
1890 2897 8522 
-1363 -4097 -1 
9305 -5132 -9088 
-5495 3256 -8743 
-5104 -5022 5217 
937 -4648 2115 
8004 -5614 9555 
-9096 -1905 8859 
-3940 -3419 9605 
-3626 -6713 8833 
3562 7433 -6501 
2080 -2674 1588 
-8658 4686 6394 
-2742 2108 -1576 
-2224 -2128 7768 
898 -9020 -9201 
-6817 -9495 8809 
698 -2188 3195 
-4615 -7451 -2664 
-6442 -8187 1376 
-8656 -3452 -670 
-4166 65 7738 
4266 -9700 -1422 
-6475 296 858 
-1686 -8825 -7394 
5094 -1630 -1562 
-3778 1259 3481 
-8728 -9833 1026 
-4875 -5658 2740 
-2951 9012 1876 
2341 826 3604 
-3820 -4233 -5503 
4348 3091 -4247 
8580 -554 -4146 
-4827 4601 -1777 
6803 3879 1312 
-5934 -5295 2021 
7646 -340 -2088 
6424 -3672 -1419 
8999 2084 -5533 
-923 807 673 
-2834 -5650 -4877 
-7164 6235 8234 
-2841 4770 -7188 
-2189 6216 6491 
-9294 -1829 -7756 
-4653 4254 -3243 
-7359 129 4548 
-4212 2380 -8518 
-9066 5729 6482 
8152 8636 1025 
-917 -1370 -4744 
2804 -4630 -9128 
723 -8118 2 
856 1756 -3011 
-418 -8403 -7459 
-2647 -6148 8224 
-3515 549 -6746 
2977 5225 -5156 
-8982 9821 -5943 
9565 -7251 8155 
-5287 6054 5318 
3154 -6800 -3261 
-9245 -4673 -1725 
-3025 8266 -2482 
-1334 1076 -9748 
7231 467 -3041 
7939 -6266 -7713 
-1191 -9483 -3977 
3129 -3967 -7568 
1649 -3938 9906 
90 9065 -879 
2285 3589 3750 
-2441 9125 -501 
7788 92 -9024 
-441 1562 3565 
-945 -9371 -8527 
-5419 -8561 8358 
2147 2511 -1840 
-4893 8735 -98 
9524 -6470 -5380 
-5138 -4 -7655 
-1179 6801 1828 
-9483 -4540 -2379 
3193 1498 4438 
9142 -4851 -6104 
-9655 5100 4400 
8964 -4652 3526 
-963 1247 -3678 
-3398 1850 8893 
-3374 -9625 8363 
-2819 8276 -8094 
8964 4288 -9061 
1093 -2447 -5245 
19 7188 7432 
-348 -7295 6643 
-4170 -3190 4836 
-3887 -3375 1524 
9248 8671 8872 
-4628 -5137 -293 
-4372 -6805 -9834 
9304 -1384 3649 
1523 3692 -7211 
5197 -2712 -6047 
9471 9471 1716 
-1754 48 170 
-4683 3786 7540 
3168 2517 4602 
-5214 -4434 -5490 
3066 3540 7021 
-8836 2940 -9645 
-2980 9196 -354 
8260 1746 6869 
-7036 475 8251 
1688 6783 -8402 
9646 -4952 -8948 
-759 -3940 3623 
-6779 685 7125 
4395 3492 -993 
-3648 -7289 9913 
7356 5899 7987 
-2602 -6676 4172 
2606 2824 -5560 
933 -9023 -5733 
-4509 8123 2663 
5712 -6390 -5362 
-9238 -1955 -3559 
6990 6913 -1306 
-4262 2448 -5304 
6144 5031 -5882 
290 -6103 -1734 
385 -4853 6554 
-9965 -992 -2607 
-8495 -9798 -2733 
-8628 8822 9652 
-2085 -3654 194 
6688 6936 -7617 
9276 -7858 7323 
3250 4329 -4854 
8259 4994 8307 
296 -6380 7654 
9004 -6819 -1035 
6345 507 8870 
-8100 -7261 -5307 
-8633 5123 7301 
7656 4943 6043 
7172 5202 -394 
961 5030 -7609 
6958 2023 9627 
-6917 6326 -919 
-6725 6646 5244 
4540 -930 -3908 
6885 -9602 -8549 
-3036 -8946 -3553 
8393 -1671 -4854 
-293 -4579 4671 
9928 -2117 -771 
1081 3550 8954 
7021 4839 -3903 
-1988 -5694 7484 
-8341 2715 -7962 
-6877 -7774 -9578 
-351 4210 6183 
5646 1012 -1604 
-5168 9783 5122 
3640 5443 -9203 
-1814 2044 -3449 
-6758 6000 4627 
-1805 -8082 -1065 
6784 -4133 -1539 
6831 -1448 -2710 
4778 4814 -1119 
9650 3732 1838 
-5316 2818 7060 
5011 5178 7426 
2914 -4086 -5329 
-3364 -8696 -9930 
3576 -3685 2299 
-8839 6004 -5416 
-7898 -9342 -7801 
-6974 -839 -995 
-9301 -4238 -4429 
4091 -2499 9577 
2186 5310 -9119 
-416 -3191 -2665 
3442 -5570 4303 
8743 218 4895 
6919 -5607 -739 
-7802 2660 -4880 
-4409 1693 -8526 
2494 -5657 8664 
-1854 2839 -595 
-5912 -2011 9555 
-4088 2497 9913 
4428 9081 -9808 
-5389 9913 333 
-1147 9771 -5721 
-9525 -7219 8603 
-4890 4567 4487 
-2162 -2053 -800 
9187 2775 1910 
-3286 9687 -7417 
5612 8878 -693 
7968 3264 1401 
3375 -6846 2723 
4023 3506 -8327 
4819 8043 -7644 
2998 -7660 -8066 
2004 9159 -9012 
8868 5221 8830 
-3093 -3506 7968 
-1040 5138 -1431 
-9608 3761 9319 
3071 -8018 -2382 
-4345 -8863 9779 
8292 4327 -3789 
2995 6365 -3212 
4557 -3079 123 
6967 9214 4040 
390 -1479 9091 
-6338 6163 -461 
1966 -369 6798 
-9303 -9689 7699 
-2709 9199 7107 
8742 -2260 5283 
762 1562 -7236 
844 -5015 2703 
-2298 -3554 6647 
8878 -1745 4916 
-477 2261 3855 
-1038 -2448 -7695 
1524 8798 -145 
7580 -9045 809 
9751 -7 -4758 
4819 3772 -7351 
-3022 5794 2080 
-3396 176 -2352 
-3843 -1480 -7975 
9301 -2869 -5371 
-8508 5411 8462 
-1409 -9170 -352 
-3454 -912 1837 
3458 -7352 -1368 
-1368 -6752 9856 
5993 -3931 -9001 
8779 670 2944 
7154 4982 6952 
-3902 -8042 -8555 
-9129 -3078 1277 
-2321 8204 -5342 
7656 -4811 6106 
-4181 5329 8301 
9253 4706 9605 
3018 737 -6348 
-1132 -4892 8784 
-3244 5287 8968 
588 80 4705 
-9239 2441 8320 
839 277 9129 
5233 -330 8694 
9053 -1198 3893 
-1638 6332 1724 
-4300 -5242 -9123 
4574 4683 6089 
-6705 -4452 2477 
6005 -4219 -985 
-3522 -7132 391 
-3554 -7365 -3830 
-6567 4266 -7535 
3958 -2802 -567 
8086 4524 4344 
7399 -4305 7140 
6016 5107 8708 
4255 7953 -3540 
-8761 8373 4786 
-2834 -5884 -5063 
6502 3106 1415 
-3625 -2541 1760 
-9225 -5774 353 
-7186 5857 -9837 
9794 5009 -8972 
9699 4684 8931 
-7222 9353 -7521 
-5066 -2687 -1705 
-6835 7541 -3197 
-9747 -7264 3525 
1050 9080 2148 
-9565 -3868 9013 
-1664 471 -3139 
9317 -2382 -8385 
-1038 7751 1638 
2921 -768 -7400 
-7499 -2297 -4688 
-5005 -8742 5728 
8952 6244 1047 
-1955 1826 938 
-3506 -1374 8121 
2201 -738 5402 
-1392 -9246 6819 
-8740 1914 -4002 
-3034 -8484 -486 
3466 -9483 -4777 
6072 -5250 9278 
8062 9214 6551 
-164 4859 5850 
7565 2931 -4699 
6967 -697 -4315 
7472 -9907 5096 
9425 6829 -6649 
4343 -3672 -3497 
2176 -2451 539 
-3897 -1331 633 
-757 1499 7237 
-1939 -422 -2992 
-8942 1429 -8191 
-2077 8541 -5295 
8332 3650 -1427 
9041 -4469 -6892 
-7577 -1870 2872 
5212 9229 -7633 
4201 -8081 -7601 
-6618 4442 6480 
-3535 5831 -122 
3964 6594 4507 
-5602 -3906 -5333 
-378 2514 -1980 
2240 -6096 -8419 
1958 -5233 9682 
-6533 -772 6906 
-8021 -5557 8460 
7895 6358 -1704 
9891 3687 5033 
3638 -8834 -1597 
-8259 3950 -7110 
-8974 -5480 -5502 
-8622 1910 685 
-9437 -1324 3002 
-4655 -2029 -7860 
-1126 5521 3803 
973 6649 3325 
-6326 -1497 9981 
1829 7212 3168 
3808 -1506 6200 
-5184 4225 3671 
10 -1838 7401 
3438 -4291 -4115 
-8444 7467 -564 
6483 -2856 7018 
8202 4965 -9154 
-397 9032 361 
8434 -6876 -3516 
3834 2878 2593 
-2963 717 -8654 
793 -7108 -1360 
-1300 1156 -8671 
5642 4504 -3000 
6932 -9534 -8876 
-5459 7177 -347 
1724 -7669 4421 
9304 9548 6340 
3387 1842 -3952 
9235 -9160 -9866 
-759 967 56 
-7872 -8510 -2032 
9209 -7864 -416 
-3551 9640 8204 
-9893 7694 879 
3734 -5221 3830 
5814 9653 -1120 
-1574 -3134 6117 
9789 1859 -1929 
763 -1375 -8309 
-8166 4902 6612 
-8605 -4927 -5045 
-8396 -2052 9925 
-3309 -1031 5077 
-8324 -8026 -8184 
3029 -702 -302 
8532 -2511 404 
-7717 9918 -3017 
-8864 -7868 218 
-9356 -587 -8269 
-6847 -6092 3110 
6102 6619 -9996 
7512 7976 -7449 
337 7066 -1147 
2285 -112 -3266 
7405 -1286 -105 
-5661 3720 4722 
5251 -238 -9298 
5524 122 696 
5670 2611 3692 
3727 7484 7899 
5051 -1244 -689 
-373 6112 8654 
7008 4824 60 
-2214 1896 6814 
6699 -7417 6357 
-6937 -4104 7596 
-3664 1581 -2619 
-1347 9308 1882 
8857 8555 -3696 
7074 -8139 -6489 
6087 -364 -9575 
-1745 4836 -314 
-4422 6959 -5744 
-9525 -1584 -8603 
6313 -6992 -3043 
6747 -777 -9348 
3136 8843 7514 
-5532 -9497 -1836 
7618 884 -9029 
-3178 633 -7716 
-5131 -5641 4527 
4612 -9863 -164 
-6389 -5050 2256 
-7934 4069 -576 
6581 608 -8668 
5875 -9683 -5609 
3454 1352 -9814 
-320 -2710 -6729 
-9439 -5090 -2485 
-6639 -74 -5467 
-3077 -8404 -8313 
-1951 3497 2330 
-2268 6814 -166 
7017 5364 144 
6044 2640 5201 
6961 -7397 3442 
-4743 -3674 2976 
-2952 -5914 -3871 
-8009 1400 6534 
-2179 -2702 -6089 
-8154 -3072 3657 
6930 3686 -6340 
-9892 -5981 -3499 
-4899 -4990 6853 
4958 7717 -1392 
5072 4194 -3639 
-5075 -4627 -4001 
-5600 -8187 -586 
-3986 4648 3140 
-3976 -5833 4919 
6290 8106 3684 
-8371 6767 -3562 
4600 205 -3224 
3582 -5386 4741 
-5661 5707 -459 
-4671 4106 -7820 
4420 2249 1826 
8649 360 1656 
-1217 4792 9948 
7504 2073 -3276 
-1712 1688 -3514 
293 5916 7799 
-7986 -9653 1983 
9772 -8165 -6949 
-623 -5535 6046 
1615 -8954 -8543 
5995 -8973 -4311 
-1714 1115 -536 
2281 4989 8477 
-7501 -4274 -8833 
-1411 -7865 3170 
747 -8424 -957 
-5771 8981 5648 
-5835 5414 5194 
2124 -500 1755 
-5569 -3181 8322 
-791 -5448 2312 
2678 -4069 -6220 
7636 7392 8604 
6045 -3286 -1414 
-7255 2223 765 
3864 -6580 -8500 
-9823 -6582 -6791 
-2567 5735 6290 
6939 4808 3390 
9897 1539 8806 
3513 -8163 9789 
-1171 -7056 9534 
4274 1474 -9802 
6823 5794 7303 
-4473 4736 -3572 
2885 1245 4945 
221 -3124 3185 
-4620 -7664 6578 
3752 -1689 9498 
-9554 -74 -3867 
-5644 -7262 -169 
2 -4905 8976 
5336 -6367 -3453 
-58 8814 6600 
2256 -7028 -6486 
555 9912 -4404 
-9697 7170 -9690 
5582 -5780 628 
-4964 2222 7866 
-6748 -257 9953 
85 8092 4113 
-8816 -2507 9481 
8831 6422 -59 
-8718 6447 2133 
-4245 -4318 -5211 
-8543 9603 -5549 
33 -8995 -5369 
2441 -260 8994 
3210 7075 9244 
4652 -2213 2955 
-8402 3211 7077 
-2550 3964 3385 
-9282 -9133 -774 
-7598 -186 9236 
-4550 3425 1773 
9971 1252 3435 
-3228 -1965 1263 
8729 -3581 9091 
326 -496 -757 
4158 -3094 -2281 
9160 7333 -7212 
-6958 7311 -8031 
8881 -7157 -1400 
-7803 6106 7352 
-2446 -4916 1365 
-1564 9466 -9312 
3399 -6722 -8630 
-7252 -4093 -3957 
4922 -9215 -7587 
8412 1031 4310 
-7303 -268 -7205 
-383 -4226 4967 
-4053 6615 -6884 
301 653 6228 
-4711 -6415 -5281 
4414 -9703 4989 
-7767 -3098 4085 
4124 8588 -9583 
-9468 -9317 -3569 
9117 348 7115 
9411 -8794 1961 
-4377 -1023 2174 
-4565 -8122 -9310 
-1022 -49 -5671 
-6477 2424 1433 
-37 -6564 -9506 
-2564 6811 -3178 
5407 -8851 7016 
2338 6945 -7628 
-9040 5576 -4337 
5627 4425 -3045 
3816 -6482 -7989 
-8128 5054 3887 
8636 -9472 -4240 
-6413 8994 -3189 
-25 4227 8589 
-5955 3466 -4601 
9654 -9902 3007 
-9746 8574 2139 
-5535 7299 -1926 
-3906 -5878 1897 
9981 -9063 -4138 
6204 6686 6861 
6394 6677 5967 
6599 1749 3858 
5249 1000 7031 
-3866 3844 -5981 
8683 -7479 5384 
-9010 -6937 8865 
1344 -8975 8248 
-4187 -1891 -3419 
7364 -6053 -2619 
-5257 -6393 -5 
-8916 -6129 -6804 
-2866 -9306 4238 
4712 -5813 -3307 
2391 -6162 -4607 
7094 8048 -3876 
4939 -3833 -3432 
301 -5303 639 
-7361 8151 1049 
2621 -1363 -4527 
-6937 -8488 9370 
-7686 5834 -5799 
6631 2749 2312 
5924 -9453 -4313 
1643 7942 4025 
-7960 8915 3209 
-6342 -7020 -3560 
9365 8741 -3631 
-8075 9486 6660 
-8433 -1717 1485 
2813 -6570 -9343 
-358 7985 5040 
8361 191 3825 
-6625 -9221 8090 
-32 -7973 8715 
-1140 -8688 -9273 
-3964 -3395 -3726 
3901 2473 2310 
-2754 -7795 -7074 
1174 6531 8066 
-8378 -5385 -7402 
5182 -6646 5554 
247 214 -9333 
4385 1217 -3608 
560 -3252 6640 
-3494 5709 5403 
8051 5391 7029 
5370 6514 -878 
3335 2344 -4441 
478 4118 2637 
-6908 -5950 -4782 
1663 -1150 -5020 
-5325 -7864 8185 
7362 4077 291 
-6637 5621 -9311 
6117 -9046 -5185 
-2756 5002 -6242 
-679 -1380 -973 
-6620 1388 7074 
-1956 6295 3973 
-683 2113 -2838 
3336 -2853 2268 
683 -6844 9868 
-5909 4954 6498 
-4768 -2341 9768 
-6130 -7670 6545 
-4496 -3581 1051 
-8179 2763 9334 
4631 -1790 1015 
-7013 5352 4971 
-5382 7830 909 
-6266 1701 8116 
7756 -7660 9264 
5591 3080 7978 
-1194 -2811 -7537 
22 483 6586 
-697 -148 9800 
7491 -4806 4807 
-1846 -7968 -803 
-1969 -1089 1219 
-4406 944 2267 
-5226 272 3164 
3041 -1427 -492 
-9464 -9897 5460 
