10000 3
-7330 1956 -4820 
5688 8829 -5144 
9536 2737 6176 
9872 -3859 -3258 
-9352 -3652 9019 
-7843 -5684 -8544 
-374 2395 4149 
8149 -7600 264 
-9026 -3847 -9169 
5816 -2520 -5416 
7499 -7475 -8184 
9822 -1034 8438 
9079 4768 -9473 
-4356 9702 -4206 
8964 3912 -7597 
-1474 5567 -2348 
-1516 -9814 4780 
-4904 -8295 -3403 
7961 4169 -3416 
-8448 254 -7164 
-8544 5911 -3537 
-7624 -1994 2207 
-6792 6101 6559 
7375 1390 -9824 
9976 -7779 -5369 
-2058 5755 5637 
-8296 4717 -3441 
6207 -4858 8999 
-8765 -507 -9705 
1313 -48 -9445 
-8891 -3077 5914 
-4216 905 4648 
8750 -8980 7637 
-6232 -550 6560 
3540 3844 -2203 
5423 -4808 -4586 
2503 -5865 3313 
-3723 7722 -7480 
-6585 5687 -891 
2872 5456 2403 
7960 6349 -6439 
900 9130 5907 
-6679 726 970 
6727 4130 -5034 
-6866 -9076 -5404 
9386 -8023 2589 
-5485 -3225 6772 
-2401 4314 -9173 
-6866 -4435 -9662 
2460 5601 -2953 
6123 3020 -7395 
2855 -7840 9556 
8717 8959 -3257 
-3641 -9382 -3937 
-3987 8222 1850 
5669 6859 -3747 
2000 -3310 -9516 
4302 -6759 -1563 
-7585 -5519 3753 
-373 6562 -1244 
5016 -3352 -1955 
783 3346 4954 
-6414 6917 8361 
-7860 -3907 -7686 
-195 -5040 4761 
1206 9263 2265 
-1450 9318 -7429 
91 -3987 -8498 
-635 4800 -9072 
6214 -2619 -4205 
-5531 -8706 4001 
-2415 -3246 -4715 
-1722 -7443 5061 
-4278 7535 6750 
-2993 1915 -4317 
1403 921 472 
-1504 2709 1770 
6751 -4100 -9103 
3184 -4815 -7330 
-8899 -630 -6208 
3328 -4605 -6377 
-2423 3890 -6009 
-5258 6376 2864 
-3610 -9921 -3470 
-9674 -7146 1068 
-4221 2993 5607 
423 5441 -3727 
-89 -1170 -3044 
-7943 9621 -6894 
9288 -7147 -4039 
1098 -9748 5240 
-6878 -9970 6989 
6395 -3809 4616 
-6840 3204 -87 
-8660 -4100 -1700 
3717 2002 8032 
8670 -3396 -5594 
-5491 1071 509 
79 7227 -1057 
5366 -6797 -4217 
3280 2913 -6707 
-7132 -5521 6060 
3182 -5557 3026 
8626 7314 -622 
7243 9762 723 
9106 -5794 7733 
8936 4987 2977 
-8874 6138 9114 
8306 -5626 -4836 
-1089 6060 -2653 
-5587 714 8293 
3026 -8574 1415 
-4759 -365 271 
708 -7953 -885 
-1171 -535 -3934 
9216 -2683 -7733 
3080 6322 -7342 
-4225 -5185 1475 
2641 -3809 -328 
7613 4743 3330 
-3513 788 2747 
5930 1512 7597 
-4429 -2682 -7691 
-1576 4140 156 
7603 -9708 -8834 
2377 -3786 948 
-7900 3707 -1139 
4890 3661 -4071 
2917 74 5598 
5567 1039 -2244 
8984 -1349 -6613 
3704 2827 -1738 
1626 6825 7748 
-1696 1416 9855 
-1527 -9273 4466 
-8673 -1221 -6024 
-2886 -5899 5518 
-1784 -5761 5389 
7650 4314 -4788 
-2725 -4166 -2248 
-7614 -7629 2466 
4387 6300 9189 
-6687 103 7894 
-4474 1559 -122 
-4624 7119 7285 
1679 -8230 -3095 
5280 2683 3153 
8935 1008 -5947 
-822 1052 9037 
1600 1239 2340 
7578 680 8272 
-8401 9287 -2870 
2866 -5219 5648 
3929 -1251 2023 
6736 2910 -4468 
7352 -125 2062 
-343 2188 5416 
-1404 514 8248 
-8485 -3902 -2938 
7893 -9483 -8354 
-3738 -8161 1753 
-6774 -9374 525 
-1794 8508 1616 
8433 -8613 -7294 
4912 -5819 -9528 
-9746 6029 -7121 
-1209 -2936 8 
6673 4437 7297 
7166 622 -9007 
5154 6681 6125 
219 1366 -7415 
7433 -1437 -9733 
891 -9149 -9739 
-1394 -1904 1893 
6659 8805 -3023 
-3299 -3539 -2791 
-3546 2970 -2247 
-4439 -322 2376 
-706 5899 -4496 
-4140 7776 7998 
6026 -4431 1689 
9860 -9917 7883 
3574 -3567 -9112 
6708 -97 -3359 
-3209 6384 1680 
1432 -4321 8448 
-9287 467 5641 
-2384 8339 6374 
-2396 4186 -5947 
651 4735 4844 
775 -97 9396 
6769 4577 8030 
-8344 -8939 9249 
-4516 -5141 -5479 
5535 -2854 -9759 
-1526 -5675 3480 
-4606 9126 2842 
6771 8314 6862 
4548 -5126 -799 
3982 -8368 -9346 
9836 -1413 -9492 
4252 7319 -6185 
1063 -5452 -2419 
-49 4507 -8281 
8280 -5931 -9246 
-9788 7748 -8517 
-7021 -6320 -1301 
1607 6700 228 
-9568 -6959 877 
4717 -8029 5195 
3445 -354 5396 
4525 -2526 3862 
-8841 -9366 6640 
-6095 -7358 3574 
-8693 276 1165 
2707 -8659 -8503 
1598 3924 -5241 
1682 2144 -3559 
3092 -8147 -8256 
9830 3700 3143 
-5475 -2987 -5023 
6249 9556 -5885 
-2376 9110 -9531 
9619 -9922 -1925 
2402 5885 3840 
3465 8370 -4500 
848 1110 -870 
6584 3714 9318 
-3524 2739 8545 
2401 -4854 -960 
-7777 7946 2002 
-3077 -5557 544 
-9366 9114 -7700 
3622 -87 -3332 
-2829 -758 650 
-4103 -2554 4386 
-8973 5321 8132 
2540 -7235 -2521 
-1378 4447 -9156 
-4486 -2831 -3592 
7827 -2673 4023 
-7411 825 -3606 
-8153 -2562 -1558 
1070 -6075 3660 
-9933 -7957 -5686 
9530 3884 766 
1993 -3130 -1003 
-9698 4986 -9472 
7741 -215 -6560 
7979 -4085 8613 
-7994 -1744 9925 
-7121 -1245 -845 
985 -8383 -3776 
-3999 -6810 -6303 
751 -9051 -3243 
-3435 3658 -7563 
444 -648 2043 
8179 4344 5428 
-4680 8179 7541 
2461 -7501 -4972 
-6389 9282 8828 
-3200 -169 5982 
6325 6112 9932 
1936 6017 -5032 
-6913 -3439 9621 
6899 -5912 -9137 
6859 -7538 7139 
-522 -6080 -47 
-2070 -8895 -5865 
-7779 -2799 -1265 
-2257 9469 -5238 
-1805 1399 -1893 
4351 8958 2681 
1092 3702 -4597 
9001 5139 9811 
7230 1553 -6941 
-6203 6559 -7180 
-3564 -6920 4020 
5592 5886 -6311 
2601 2488 -3974 
-4601 -7331 1143 
-6669 2854 5071 
6815 -702 2866 
6354 6133 1199 
-8422 -1042 -2841 
6134 -9453 -3087 
7959 9347 -2022 
-3909 -4900 8168 
-1651 8304 3523 
-5156 8825 6032 
9159 8681 -9759 
2417 -5249 2176 
-5017 3560 6866 
-7662 -4805 -4756 
-1627 -2781 9937 
2291 -3811 2619 
-222 -2371 -2408 
7578 5270 -6626 
-2531 -4459 8426 
708 946 -5512 
-8991 593 1298 
625 -3697 -7464 
-8688 9654 -1163 
-5681 -9770 940 
-2398 8152 8207 
1229 -3116 -8670 
8799 436 -4648 
-1457 -7935 -4598 
-7714 -3725 -2106 
9366 -6711 7554 
-3925 5133 -2575 
-2798 9816 8014 
7956 3795 -8599 
-4496 -3836 2986 
9257 -9648 5173 
-5864 -1465 -9979 
-5712 -326 6489 
4295 2337 6323 
2524 -590 -7426 
-8429 9084 -4111 
4596 1025 3194 
-8132 -1924 6494 
3432 -7305 3079 
-3412 3274 -5029 
6420 -5924 -4765 
5975 -5594 -7143 
-7823 5815 8502 
-4458 -3061 -2159 
8656 -2990 7132 
3627 9523 8056 
6762 -3369 -715 
9193 -7154 -820 
9132 -6185 -2833 
-4582 -2627 -3532 
-2124 7609 9388 
3822 -4354 -7277 
7413 -9279 7630 
-5280 3782 -8398 
-8901 -251 8430 
6098 -5754 1606 
4145 83 4699 
5764 8986 8675 
2402 -6090 -9392 
-828 -2738 1566 
-2363 921 -8515 
8830 4517 -4454 
1358 3635 5740 
-2123 -2455 -4793 
-5293 -3784 3285 
-724 795 6546 
7369 883 -7497 
3720 -2652 -2840 
-9346 5601 1222 
-5 -1655 -8956 
7493 -9469 -2657 
-9238 3646 8919 
9372 6597 6839 
-3878 -8049 -2941 
-2512 -690 -3079 
-8230 995 6411 
-3981 -3816 -321 
5430 2013 -185 
-469 -9139 -9386 
-8444 7690 -6214 
-6955 -7873 3307 
-3569 8920 -1529 
6795 -5654 1744 
-1189 2579 2469 
4313 1129 -353 
5934 -6275 1672 
-6622 8090 6464 
1119 -5232 6358 
4901 -1616 -8993 
-2534 -8670 -3559 
7659 5224 -1079 
-2972 -3749 -3234 
-3353 -8640 3126 
8291 -7770 4575 
-5402 6975 9697 
-493 -2373 -3671 
-5420 -4585 -6475 
-2836 3754 -3828 
5537 -1196 -1976 
-361 5676 -6864 
8050 7494 1121 
-2879 -5978 6044 
-6236 6970 -6343 
-8668 -6426 761 
-8333 5519 -303 
4883 -9603 9181 
-2598 3333 -4313 
7637 -2143 6243 
7462 8261 7530 
-3380 -9970 3026 
-6407 -2436 -2499 
-8569 3265 -4960 
1434 1428 -4667 
-4788 9474 3999 
-1594 5854 -9421 
-1676 -951 8542 
-8455 -5790 -1950 
1819 -4950 7029 
-5402 -4952 3287 
-8716 4716 5757 
-8553 7677 1668 
3040 -5898 -9094 
-2226 2782 5000 
5911 -2241 5082 
-6185 2915 -8358 
6226 -729 2512 
-6578 2196 696 
2868 7105 -3788 
-5659 4061 8024 
-5515 605 2209 
-7243 9187 -6234 
-7186 3457 -6936 
8561 7175 -8199 
1471 5330 2964 
2855 3461 2776 
-4111 -79 5730 
5026 -5165 1408 
2055 7023 5954 
-6233 9230 -1919 
3668 -6202 -7527 
9130 2703 -672 
-5312 465 4680 
6218 8456 -4075 
6333 -8921 3038 
5092 4751 1360 
3514 2255 -5629 
-1216 -7160 -8146 
-6986 -1197 -4918 
-7580 159 -1255 
9795 8820 4984 
-9065 -8854 5114 
-5186 -7806 -1570 
9469 2670 7745 
-6276 -5556 -4240 
9601 4944 7289 
-1907 8831 8817 
-7692 4865 -7106 
5855 4736 9378 
-695 8984 6693 
-4843 9363 -7089 
1593 -1558 -8663 
6306 745 -3958 
-828 -5867 8488 
4238 7684 -4335 
-3292 1750 -3799 
-4110 -6652 -8155 
-726 -8656 622 
-6891 -2683 -764 
5144 5409 5144 
-2984 7868 8273 
8059 6248 -5274 
5594 3612 1022 
3601 7341 -4734 
3977 -14 5991 
4931 -3316 -1322 
-6217 -8395 987 
7961 -2065 -1110 
1360 247 6948 
-6470 476 -5845 
-4801 -7864 -6706 
-8657 -8226 -7761 
-5559 -6394 3556 
-5422 729 -4411 
5748 153 6506 
-4690 -6208 -6685 
3328 -5850 -7952 
3061 2460 9477 
-2878 7942 9449 
-9649 5442 -4615 
-689 -4917 383 
2572 -9442 -4607 
-2642 3880 2775 
4705 3520 3250 
2272 -6108 1285 
4913 4438 -8606 
4089 7698 4758 
8230 3601 2957 
-179 -3209 -1273 
5227 9281 -1170 
8217 7548 -8643 
9463 1836 434 
6292 9448 -4915 
-1554 8399 -1894 
-587 4482 -4027 
3164 3428 678 
7663 9395 -7524 
2868 -5593 -392 
6024 -7926 -2924 
-3360 4413 -2036 
-7725 -6439 6683 
-4906 6825 8653 
4740 5320 6737 
4117 -180 -1105 
-1896 9790 6154 
2276 -4364 -2466 
9168 9641 9576 
2487 3630 2503 
4736 -9204 8483 
-4004 -6839 2597 
3384 -2925 7252 
-8656 -5237 3361 
3452 -4604 -7745 
78 -20 7286 
3204 -609 9530 
-5115 -6280 -1832 
2091 9958 2906 
-1457 -9108 -5292 
-1337 3935 5778 
2279 -2483 -8707 
-8986 2480 3046 
-7028 -7218 -9260 
-5235 9549 -6768 
-7762 -486 1224 
-456 5826 128 
-7493 9335 4975 
-5071 6477 -6158 
-2094 6718 2495 
2448 5865 -3526 
4117 9777 4536 
-1221 7230 -3628 
7846 -1159 -576 
4017 2271 182 
-4089 7504 -9084 
-161 -411 3119 
1963 -6873 3851 
-7462 -2041 1389 
-3981 -4725 8547 
5354 -6852 718 
-8238 -5847 -1064 
-8142 8802 1984 
2895 5432 2377 
-9280 -9905 -7599 
-800 2545 7653 
7213 -949 4030 
-4251 8721 8793 
812 -7930 -8801 
-1894 3778 1141 
-2453 -1289 1864 
-1307 9051 -5459 
8136 9451 -2912 
-8267 -4164 -4488 
7047 110 -8336 
2826 -760 225 
-3225 6027 2748 
713 -8393 -2346 
-3143 9405 -7193 
4607 9173 4726 
1944 6353 -6780 
-8393 631 9158 
-7549 8846 -2884 
-9826 -5976 -5409 
-8893 -615 3614 
3882 9538 8400 
6166 -4748 -9201 
7719 698 -538 
194 -6662 1472 
9345 -9870 -7352 
1748 5228 -7757 
1661 -3929 6047 
-8863 5019 6855 
5991 -4510 8266 
3662 5202 6371 
6220 6055 -5414 
9232 286 9260 
1706 -347 5305 
180 -7094 -7314 
6065 5597 8478 
6031 4091 -9484 
-70 385 2061 
2211 5977 5805 
1660 -9914 388 
3699 7183 10 
3607 5155 4732 
-7558 6004 904 
1886 -6525 -5085 
9184 2501 -8972 
8212 595 19 
-7464 7278 2378 
2660 3555 -2397 
4569 3577 -7767 
-6307 -3567 4480 
9441 2228 315 
3243 -7991 316 
-2328 -1874 -9742 
-1684 7221 -5332 
-1306 -2494 -3110 
2722 -4410 5930 
6985 6342 6664 
9081 -5860 -2773 
1876 -7334 8742 
-4843 -4881 -506 
1846 -33 -1749 
-7205 -4274 4803 
-5475 6646 -6522 
4570 195 -9226 
5188 -5773 -5905 
-922 1527 334 
3163 5406 -682 
-161 9582 9673 
9459 -2840 -4435 
5925 -8320 -1058 
6098 -265 8352 
6959 7546 7468 
2608 -54 -2994 
-7120 4981 -6322 
1408 -6860 -2260 
9829 -2122 9912 
-6742 -469 5409 
4466 3838 -5429 
2887 -3614 -5117 
7238 7377 -1959 
5398 9685 6740 
-3174 6783 -8866 
6902 212 -459 
4495 5197 -837 
-6662 1685 -795 
4372 -764 -7885 
-684 -6669 6744 
9913 -8960 4981 
-4098 9646 6215 
3185 -1095 -7157 
-2556 7697 -8999 
2230 -7309 -9268 
1167 4116 8460 
4571 2250 2244 
2463 9774 -5547 
4846 -8410 -8556 
6302 5629 8271 
-8320 4256 2113 
-342 3043 4184 
8875 1708 936 
6598 -7854 9589 
5769 -7523 -6506 
7115 7536 -6345 
-9470 6897 2083 
9295 6273 -7369 
3921 -6878 -5600 
6220 -500 -2500 
7151 -5520 -2825 
1351 5527 -8244 
6592 -3336 -3664 
662 2041 -6198 
-3053 6852 -1731 
3966 -9152 -4298 
-1362 7907 -5938 
1476 -7915 7406 
-3002 1247 6311 
-5783 3475 6334 
9908 789 3786 
319 -5705 2795 
9090 3567 -6889 
6855 -5154 8092 
-6243 3471 -5849 
4752 -4130 7102 
-6653 -5842 3450 
-3135 5282 -5493 
5704 1112 -6037 
-4322 3604 9484 
-1580 3709 -2174 
2930 5255 -6701 
8795 5733 5179 
-7037 2989 3536 
4541 -4924 -6810 
9124 -808 1007 
8040 5745 6717 
2553 -1926 -3506 
-8327 -4068 -9839 
-82 8437 -1059 
8832 -2986 -8260 
7830 6965 3685 
9101 5168 -8618 
-1611 59 -5150 
5095 -8879 1997 
4960 -4146 4787 
5868 5330 9328 
9885 629 8909 
3710 -3162 -9783 
-2098 1324 -8691 
1594 -3966 -3919 
-6191 8538 6323 
6688 -2694 1577 
9356 7923 -1087 
1608 -2677 6610 
-2571 -2158 1931 
-3686 2544 -6678 
-9190 8854 6844 
5493 9642 1556 
4798 -9947 -3301 
-9122 -7685 2299 
5187 -346 6562 
-7769 1239 2785 
-9136 -2499 138 
4432 -6223 -6675 
6057 -680 -6898 
-2352 5834 -5082 
6706 152 -8918 
7878 2225 -2775 
-4575 -7869 -6718 
1215 -5951 -6327 
362 5733 5735 
-9983 -7184 -1891 
148 -8538 -7984 
4658 -8434 4957 
-8298 8889 8085 
9706 3144 5749 
-3077 3088 7025 
824 6858 4308 
1884 -7275 7961 
-8986 279 6762 
-9790 2735 8275 
6359 -4094 3510 
-4016 -2370 -998 
178 56 -2438 
5185 -6320 4484 
9480 -5724 -4412 
-544 -6064 -1942 
-4225 -1397 157 
4883 1624 -7593 
-593 -825 -5189 
-5765 -997 8167 
6032 -7092 -183 
-9057 -3135 -2973 
6678 7967 -1153 
-2608 -266 -9591 
-6000 9099 -5345 
-4337 -9070 -2003 
-5096 7580 -9693 
5235 -2012 3803 
7476 4162 -3320 
7365 -9960 8588 
7303 3590 7789 
-233 -165 -1548 
8709 4173 8440 
5985 -2849 5919 
-2584 1734 9518 
-246 2616 -1493 
-9046 5288 7196 
4819 -6842 505 
-9349 -1237 -3029 
-7974 9309 4824 
6381 4624 939 
2927 -565 -1228 
-116 -9008 -3951 
4120 9453 -9091 
8679 -4845 -7301 
7458 -3038 1100 
-3694 -2272 3287 
1097 -4131 5980 
1844 -3499 6678 
2149 7484 -1502 
7425 9281 755 
-7907 6947 9333 
6984 8101 -2719 
2289 -1303 8685 
3038 8736 -7992 
-3358 -5431 -5316 
1551 6527 -3059 
-5203 9902 -5347 
2983 -569 -6317 
6721 7279 -5551 
-4916 57 9652 
4205 -8891 -294 
-4515 -1405 213 
-6384 5571 2622 
-3203 1104 595 
-765 5841 -6210 
-3998 3299 2871 
1637 1658 -7550 
-2522 1232 -7123 
8898 -9074 2493 
-6735 -2202 6129 
2954 2031 1042 
-6728 2959 7966 
3186 4589 9770 
-1012 -413 6759 
9349 -2798 -3661 
-3271 6310 1206 
-8100 5579 698 
-9844 677 223 
-1035 -3950 -1038 
3866 -6569 -3028 
-7797 3900 -4650 
3391 -7218 -9404 
933 -6549 -4139 
-2680 4082 -1756 
-8174 -8922 -8098 
-4364 5808 -7993 
1228 -7872 3755 
9786 5506 -1231 
-5670 -7486 -846 
-4407 9740 5989 
9112 3303 4411 
-9526 8868 6563 
-1380 -2557 -7249 
2899 -7998 -9853 
5382 7717 -8951 
-3947 -8927 424 
-7368 3147 844 
-9590 -6079 -1465 
5355 7997 9915 
-7534 6353 9371 
-6694 8837 -126 
600 -1111 3124 
-7825 -2878 4 
1389 -8023 -6353 
-5761 -7719 -5995 
7839 -4942 -9496 
-5865 -8300 9797 
-7977 4258 -3312 
-1431 -3878 6746 
3582 3560 -4909 
-3607 6345 -2567 
2482 -9233 5416 
-3289 -3736 9290 
1111 -6065 -568 
-9344 -4524 -5596 
8425 4140 5133 
1098 4163 -5158 
1445 7389 3768 
-3503 -6208 -4687 
4689 -2454 -6390 
-9523 6818 3515 
-2389 3881 -4042 
-9724 7568 7127 
-75 -265 134 
8750 5560 6499 
-8804 -7923 -145 
9530 957 9434 
8466 -3042 -6156 
-6908 -4301 4014 
-4639 8750 9717 
1309 8907 681 
-1582 -1214 -1290 
6263 5234 5278 
-3638 5361 10 
-3311 6959 9639 
-6853 9977 -6141 
495 1740 -4354 
-9152 -2724 1370 
-2226 4340 1562 
-7312 7291 2223 
9924 3795 8789 
2142 7949 -9857 
6909 -8589 -1725 
-3671 260 5362 
-2275 -6444 7380 
-2986 -2475 6992 
-4919 6982 -2331 
-6215 -8289 571 
1845 -3024 -3120 
-4964 -3101 3519 
7946 9757 8301 
-1830 1315 3092 
547 7811 -1696 
-9744 -8180 -3156 
7231 9317 4619 
-8740 -4635 1911 
6703 -2593 -7159 
-2851 -5527 -4909 
6893 3594 8501 
-1168 4432 3883 
9629 1552 6556 
-995 -5012 -4633 
6159 -5683 9394 
1793 8308 4100 
8780 2370 7314 
-6239 359 430 
-9953 -2086 2321 
9989 -7505 5902 
1570 -1639 4788 
-7666 2838 7931 
-4088 -7231 1951 
8155 5108 -8710 
259 7508 4219 
9361 1951 689 
-8859 -1922 1616 
-8994 4692 1206 
4950 273 7093 
-8180 -2721 3107 
-538 -2654 -6192 
-6692 7475 -9876 
2624 -209 5005 
-2516 -9029 -1167 
-9624 7637 -4037 
-6752 807 -4226 
-7006 -9744 -4250 
-9103 -4977 5041 
-4401 -8464 156 
-5450 663 6283 
-5457 1613 -7966 
2959 6757 8689 
-6963 525 -6572 
-1498 9374 6679 
-5007 -4736 -8896 
-8037 -2039 254 
-3355 -5101 3121 
6312 -2085 4023 
4754 946 5973 
4723 -8098 6961 
2792 6570 -1969 
964 -6123 -5634 
4680 -6402 -8270 
-9735 -8034 -3579 
-6390 -6128 -6449 
4379 -323 -7373 
3558 -6268 -1803 
2153 -2746 -282 
6288 -6323 -4923 
9778 1838 6077 
-47 8741 4068 
-6756 8120 540 
858 9987 -977 
-318 8056 -9477 
1684 4877 -1434 
2736 308 -3455 
9929 3219 1590 
3808 -4069 -9046 
7888 -4126 -6777 
9944 6124 -9886 
9956 -9377 9940 
1212 7458 -2373 
7606 2955 -7987 
-5197 -7032 -9440 
444 952 6443 
1942 -6679 1943 
-8312 4143 -4738 
-9648 6857 -2592 
969 -5003 2485 
7147 8531 4913 
3872 6629 -5826 
-9957 -9099 -2154 
80 -5911 4708 
9741 876 6017 
-2298 5728 -9789 
7092 -2549 -7657 
-763 8367 4827 
948 4839 -591 
-3189 5329 -1887 
438 7893 1682 
9482 868 -9370 
4813 322 1114 
-2386 3300 5359 
3247 2980 -6677 
918 -8209 -5401 
-9852 -6632 -2978 
-5937 -3889 2152 
7203 -8713 2553 
9969 5542 -1462 
-8357 -7097 7515 
3454 61 -5158 
-702 -4672 9259 
-2381 1961 8912 
7535 -4832 8666 
8822 5721 -9493 
-6697 -2927 9003 
3454 -6225 -1638 
7468 -4477 -6668 
5862 1689 -4438 
-9912 -3674 -5086 
-8789 -7849 1811 
-8319 5487 2091 
-7553 -4604 -9682 
4233 -3957 -7985 
9656 5880 -9471 
-284 1715 9622 
-8158 -9871 5115 
-4801 -7870 -3359 
-5747 -7505 9623 
1339 2420 -5407 
8853 -4697 -7687 
1049 -2954 -5039 
7217 5629 103 
-7970 1414 4940 
6295 -4340 7902 
9457 7403 -438 
-4964 421 5897 
2289 1313 4954 
2168 -7227 -9518 
228 3595 4221 
8052 -9001 6332 
9645 -9268 -5588 
1607 1362 -6072 
2188 8055 601 
-6620 5096 337 
1520 8742 -8784 
-9969 -4014 -5854 
-6425 -8579 126 
-7358 -4974 -384 
-9433 -8981 1076 
-9861 -2639 3790 
3078 6695 8811 
963 -9044 1717 
-8242 8879 -4675 
-6289 2882 -3930 
-5695 6860 4298 
-2229 -9821 4111 
-3053 -5541 9915 
-8062 9375 8271 
-5965 -6531 -4312 
-5672 -2822 365 
-7378 8068 770 
-7969 2113 -2886 
6803 3677 6768 
-137 -7284 -5621 
7124 3258 9271 
4139 -8405 339 
-962 -4012 7166 
2744 -5807 4057 
-3144 2212 -8331 
6379 3416 -2895 
-8106 6636 10 
-8933 -5532 7089 
-5475 -1254 -6995 
7435 212 7986 
4888 -5873 5132 
-2527 4406 -3790 
1440 -3906 3805 
-3569 3654 -3953 
3650 -8697 -6831 
-3125 -6261 2876 
7826 -5377 -3485 
9419 481 -2525 
9453 -1734 4705 
-5777 -330 -3823 
-4335 9809 7419 
-4235 -4679 2312 
-2048 6526 -416 
2739 -1016 1270 
3809 7219 6656 
-3937 -8370 -844 
-3705 9824 -6127 
3955 8829 -9460 
3920 5098 2738 
-3706 -7554 -6116 
-3848 7913 5072 
-9526 -6849 -4590 
-4084 6097 -8111 
8567 4418 1803 
8157 -1029 5194 
-2373 -4474 -8257 
3993 2332 -1171 
-7890 -577 -6403 
-2215 -8368 5716 
-7944 1045 3583 
-5390 8783 385 
-8937 -739 4439 
-9705 4885 -2888 
6719 -9723 4851 
4361 -6935 5596 
-7396 6527 -3615 
-5235 -2656 -2671 
-5926 9673 3762 
-5196 -8377 5090 
571 -3572 3523 
4132 -176 -4072 
1645 -2985 -8050 
-7852 -9166 -2560 
-6042 -8168 9471 
-5301 4144 5705 
-9110 8784 8486 
-9584 -450 -4283 
-7211 7470 -3454 
-102 -74 4764 
3231 9247 -9444 
3806 6827 7545 
-350 -4905 1199 
8737 -8942 -1894 
7237 -6513 -9004 
-9375 -72 -2624 
-6368 3586 1625 
-4862 -8358 -1926 
-1042 -8539 4602 
-6967 4878 497 
-2518 3448 -3975 
-6316 3920 -6457 
8558 -9025 7664 
3878 2396 8183 
4158 -4407 -4675 
117 5349 7885 
2931 6639 -2647 
-3093 5787 9140 
69 -7554 -90 
301 -812 2374 
634 1788 -6709 
-8876 6226 -1327 
-9487 -4237 -2934 
5998 -4709 3232 
9320 -5784 -458 
6817 1804 -826 
7696 -3397 -1626 
1679 -2100 -496 
5226 -2645 -2998 
-48 1136 5689 
-2460 5732 4635 
-8038 8151 414 
-2110 -1172 9124 
7895 -2450 6757 
-8450 382 3548 
-5107 -4833 6771 
-448 -8843 4459 
-6810 -3773 6119 
-8333 1467 -257 
-4099 8881 9464 
7028 2844 337 
-4566 -3883 5023 
-6467 686 7318 
-9441 -9042 1536 
-8985 8908 6988 
4756 -9097 4010 
8288 4910 6801 
-2573 -3155 -859 
2052 9558 -7809 
3569 9257 -1300 
-5098 -5822 1081 
-8280 7521 -8786 
7231 -1067 -8214 
-5317 728 6418 
-173 7182 -1866 
103 8879 4797 
-5290 -5278 -4402 
5867 3465 4880 
-6459 -37 5628 
-9064 2527 -3669 
8150 -6967 4786 
-7214 -655 -9513 
-963 920 8839 
-2520 -872 8186 
-41 3703 -319 
-7931 -4158 -8372 
-8816 -5915 752 
-2396 -9080 6218 
-4272 5237 3950 
-7460 1336 986 
-6282 3849 1935 
-8104 -4717 1465 
-1866 169 8843 
7112 -5322 -4519 
4597 3637 6220 
-4576 -61 1219 
9411 6043 -4781 
7984 -1676 -3226 
-3885 -75 5741 
3936 -474 -8477 
4929 3440 -2018 
-3560 -3790 787 
-1962 -9784 1047 
714 8832 -4605 
20 3362 8227 
-6725 7627 -1113 
7467 -3849 6376 
3999 -6937 5999 
-7045 -316 -18 
-8502 -7432 -4275 
7890 966 3398 
6164 7195 7767 
2737 676 6048 
8949 9322 9107 
8908 -3317 -4848 
-763 6804 7564 
-1592 -7113 2021 
-5933 3820 -2317 
9188 3419 -6444 
-8476 -2970 9783 
-4639 -9914 -356 
-6819 -9793 1692 
8298 9178 5219 
159 3047 3767 
-5543 9414 -1272 
-7221 -5563 9149 
-4754 1124 -5735 
-5337 -8049 9643 
9646 9497 -7244 
-468 3067 8208 
-425 -3464 8621 
-9311 8057 3270 
6178 -6547 -5535 
67 -6887 -6652 
2317 2098 5419 
-908 -7406 -2465 
2695 8350 2186 
-8748 -4917 2062 
4706 6673 -5168 
-7698 -4211 -9189 
4065 -287 -5670 
-1139 -8700 -111 
-2490 5773 4736 
1104 6698 -2547 
-5055 4046 2773 
-5132 7819 3903 
6580 1017 3723 
-2438 6953 4056 
-4207 -773 5862 
9979 5625 6812 
5312 -9704 -6751 
1869 -7808 3680 
-6992 7777 -3929 
-3768 7316 -6843 
8473 782 -5918 
-5443 1955 6093 
-5265 -9691 6984 
4978 -379 1536 
9309 -5440 2852 
-1268 7051 3090 
-8419 -9839 6538 
-2554 -9149 7838 
-2098 -5128 5420 
6794 -8312 -6825 
-4843 7671 4144 
7001 -9641 1740 
-1224 -5747 2796 
-3001 -1432 7889 
9837 2919 777 
-545 -1693 -670 
1965 -4274 -4778 
-4280 7923 9118 
-2057 8710 3135 
-8262 4998 5922 
3779 5836 -1104 
-9002 -9347 -6573 
-6413 8324 6628 
5399 2589 2395 
-1806 -6904 -648 
-9787 671 -9414 
8567 -3721 -4517 
9895 4159 -7400 
-2704 1697 -5667 
-7469 -2491 -936 
-7398 7698 -4697 
-6067 1925 9695 
-9306 -2147 -8991 
9526 2369 -4966 
5266 -2841 -5367 
3489 -3597 -5184 
-1060 -2184 -5840 
-9053 -4998 1116 
3222 -3649 -3204 
-3744 8230 -2957 
-5703 -1540 -543 
-903 5648 2488 
3221 9008 7957 
2028 4103 4433 
-2076 -5454 -1681 
2331 7096 -445 
-7719 2992 5674 
1665 -2164 9031 
-3824 7533 -409 
7263 7035 5268 
-1111 -1741 2017 
