150000 3
7665 -6695 8677 
3384 -3602 4890 
2441 -7532 5712 
9497 3074 -1299 
5326 937 -7641 
7774 7692 2106 
-3068 -8662 4329 
7440 -9902 7633 
3614 1221 8064 
-8032 3348 -1550 
-2984 8388 759 
9585 -3717 -458 
1849 -3998 -1687 
2586 -1005 -9014 
-9383 -6422 -3881 
-5383 4308 -5412 
4829 -4518 3700 
8609 1508 -6967 
7621 -3139 4930 
-8832 4517 3627 
2905 9329 8263 
7165 243 8308 
6732 9623 877 
-5709 -6315 8358 
-288 -9503 8422 
-5307 -2204 -9396 
-759 3083 -4045 
8131 -5258 6704 
-7572 8619 -7065 
2580 7180 3968 
7173 -4136 -9178 
-8319 -1779 -9859 
6807 6497 -4054 
4352 9012 940 
0 6994 -6905 
-8100 -2402 1907 
-6830 5013 5034 
5601 -4016 -207 
-2945 2184 -7265 
5823 -2656 -9539 
-1903 8963 1101 
-4181 -7390 8484 
9508 2910 -5582 
3447 -7760 4297 
-510 1699 -5834 
1807 8041 -3053 
36 -900 1440 
-4417 -5474 4811 
-1524 8336 9116 
-6523 -8679 -7657 
-6903 -1512 -807 
-5300 -7571 4191 
-3864 7420 7127 
-451 2662 -9441 
2746 2564 7777 
-8111 5975 9994 
9039 -2502 -9922 
9259 -5738 -9390 
-8187 342 -7411 
-3218 -5450 -3625 
9873 6699 -5680 
-6253 -611 -3393 
-1567 4561 9109 
9989 -5479 -7273 
585 -2818 -8198 
-2398 -1639 3643 
7150 8511 -3625 
-5815 3797 -9006 
454 1760 6810 
-8355 9068 -1120 
1779 4027 9455 
-885 -6994 2734 
4935 2338 6117 
7484 556 6823 
4331 8023 -2635 
-2180 1679 6156 
1211 -603 -9611 
-3523 6106 2869 
-9508 -450 7342 
884 -8740 7806 
-1329 -1634 -3950 
-3381 -4276 6190 
7473 -1593 -1871 
4952 -2624 -1310 
8944 618 -8783 
-7666 2096 -9949 
8920 -3714 7261 
-1285 -4175 -1309 
-2113 -981 4788 
-8663 2829 6945 
-1007 -273 -6235 
3916 5383 -7424 
-987 8514 -1223 
-4850 -7925 5655 
-24 4746 7278 
-4590 -1876 5935 
-3417 2551 -8548 
-6256 4046 4135 
-5433 5586 5738 
-1651 -6415 3615 
-3845 8552 6183 
5962 -1695 -5939 
-5208 -3913 -3259 
1159 8258 644 
4095 3307 8060 
5537 -5747 -559 
-6524 -2577 9886 
-6578 453 -5568 
8806 -715 1234 
-3713 -9922 6468 
-6341 -7861 -2848 
-140 -8437 4630 
-4289 -9375 3100 
5249 -3332 7620 
8308 5172 20 
3381 -7216 -7602 
2203 -6636 7479 
-8361 910 4509 
5512 9689 9219 
5932 8270 -9977 
-6373 2110 6224 
-5112 -8344 4297 
-5583 2975 450 
-9769 -7549 3329 
9509 4561 2783 
2359 742 -4358 
-431 4166 6903 
-2397 -7378 4247 
1183 -9767 3661 
-3286 -8211 2111 
9633 -1798 -8938 
-6268 2795 4407 
5917 5349 669 
-5816 1396 -2990 
2274 -3481 730 
425 6959 -9465 
-8878 1612 91 
9714 7358 -716 
257 -5581 -7667 
-3755 8489 5687 
-609 2679 -4995 
-5835 140 -5004 
-2772 -2497 -9921 
859 3491 -3791 
-8623 2482 8150 
6175 9077 -5445 
-7237 6503 -8387 
175 630 2959 
-6580 2442 3192 
5198 260 5013 
-1945 -8730 8157 
-4265 7102 -6371 
-2491 -2923 8994 
-6318 8177 8217 
7175 8846 -6085 
1263 1379 4469 
-349 -3126 579 
3737 3055 9817 
-2079 5975 -7136 
-3249 -171 1509 
1929 8316 -5186 
8757 -7113 9102 
3747 -3311 -6714 
7688 -4621 -66 
8700 279 8326 
9931 -7146 -4912 
-8116 -4364 -4661 
-2844 5768 4590 
6341 -8330 9278 
3827 529 4396 
-1560 -8154 -9437 
9192 -4830 9655 
-7815 4337 2337 
2227 -7642 -5494 
-3861 8045 495 
457 3317 6111 
-8418 -7894 -9516 
1246 -6286 -9668 
997 -9907 -9863 
-1806 9137 -8593 
-8305 -4287 2246 
-8143 368 473 
5104 -2604 5730 
-2088 4600 9608 
-2464 -6984 -7824 
846 -2505 4908 
8832 -5617 -8155 
-920 -8018 1327 
-8483 36 -3348 
7139 6396 2850 
1907 4850 -6383 
-8512 -8271 -2424 
-5164 7362 -651 
-6265 5604 5212 
-7338 5648 -6371 
-729 -1771 -3372 
4571 -1156 8993 
-6224 4329 -9907 
-3842 6168 -764 
-2070 -6183 -2763 
-1803 4200 -7449 
-525 3342 9187 
9778 -9840 272 
6296 -100 342 
-2062 2580 -5921 
7487 5997 7081 
-7296 4781 -2641 
-4174 -9739 7340 
-341 -7733 -389 
8406 8089 9332 
3469 -142 -4190 
5671 -1859 2445 
7823 1061 -9368 
9777 5004 -5717 
-6592 9110 -3382 
6099 -4647 6671 
2873 6757 9839 
204 -8021 4361 
-9769 307 -604 
9146 -3793 4367 
5859 3002 1833 
6027 7597 -8387 
4982 -2252 -9596 
-3412 6940 6475 
-568 -8450 155 
7929 209 3157 
8906 -7705 -6144 
1344 6996 -4699 
-2650 1546 9742 
-9439 7965 8947 
-2443 2999 1664 
-8374 -9707 -9807 
8502 -5579 1109 
-89 8211 -6907 
2418 8224 -8997 
-9717 2577 2579 
587 -2244 3902 
-6570 853 -9558 
9496 5691 2898 
8535 4225 9357 
-4213 -5460 -1699 
4301 4852 -9928 
758 -849 8277 
4308 6407 5261 
-8573 -2238 -8807 
-2664 -2930 -7537 
-9091 1164 6158 
-1352 1916 -583 
-930 9960 2700 
3446 9352 -7450 
3576 1357 -2595 
-3425 7907 -8910 
2169 9672 2399 
-6536 -2430 -2972 
-687 -3550 -7592 
-2300 173 2991 
-781 -7481 2608 
-9490 -8734 -6242 
-5783 8008 -6715 
6209 7864 1638 
-2985 -5355 -2312 
-4246 -5647 6466 
-6543 -2246 -5758 
-1795 4394 -1117 
7501 -4028 -6186 
-4038 -6614 -7415 
-845 -7149 8223 
7014 2858 1131 
2693 -3602 -1377 
-6111 -9170 9213 
486 975 -2636 
5687 -5256 8052 
6303 -7523 3780 
7870 -9316 7476 
5730 -799 -8850 
-9281 -7456 7273 
-3221 704 -8811 
522 -7136 -1371 
2873 5524 5355 
-8698 7184 3426 
-8039 -8204 -9829 
-3115 -6084 -5183 
9234 1410 9001 
-9441 -8793 -9916 
6176 523 -8627 
4703 -1219 -1456 
8861 4662 -1487 
-2079 5692 6064 
6839 -8022 -475 
6497 -2514 1801 
5810 9888 -1468 
4838 4398 -8180 
9787 -2214 5219 
-3023 -7160 6713 
-3134 -1261 7017 
392 1478 -3728 
-1198 1052 -6730 
5833 -9301 -8478 
96 8501 4807 
-6929 440 5022 
-8871 -6670 7072 
-3181 980 -9398 
3965 1191 -7098 
-2644 -8582 9627 
-8900 -1757 -3386 
-5284 -8577 -2765 
-5787 -9794 -1747 
9781 -1934 -2955 
-2673 -3461 -1104 
5766 2362 4389 
2424 5781 1213 
1042 1718 -7008 
6641 -8368 -8606 
-2398 3707 9653 
2569 -6859 8976 
2883 1014 4338 
7202 6769 -5115 
8889 4408 3403 
789 3416 -4236 
1687 2289 -4658 
3521 5146 -9515 
-7927 1874 2799 
-3448 5429 1593 
5502 -6605 3439 
7506 4742 263 
5866 -4708 2793 
5395 7389 4394 
-2245 -7765 7860 
-3215 9775 312 
-3477 2316 -6317 
-9734 1603 1762 
-8535 -4223 -4602 
-55 -5098 1354 
7911 -3267 8530 
-4617 4899 -8646 
-4076 -755 -8447 
-8842 269 -8808 
-9436 -7465 9942 
4083 -1992 -5070 
3092 -9144 5351 
-1788 1497 6235 
-5200 432 1059 
-6972 5533 -3768 
-7275 6874 2397 
8974 -8942 3012 
-2582 -6810 4778 
-1813 9332 3159 
-1409 -6482 -6449 
347 4972 4082 
3841 -4734 9999 
7123 -851 4238 
-2199 -7770 8871 
5123 9967 3442 
723 6307 -8780 
-1745 9709 7525 
-5031 -7514 1514 
637 -5794 -9325 
-8638 -5982 -5752 
9842 -9060 1388 
4112 -9171 -3885 
6080 1770 7612 
653 4651 4336 
2983 6686 -2557 
3135 -8480 -8913 
-3920 -692 -1883 
-1434 -5309 -4464 
-4727 3688 3580 
-8699 -5836 -2068 
7888 -5215 -2113 
3431 7526 9942 
-4020 4437 -6381 
-5549 2614 6131 
1163 -9297 5587 
-6 -2880 8027 
4456 -6125 -5984 
-1553 -798 -6318 
1707 1962 -5131 
-4964 1857 846 
198 -8127 -2911 
5878 2908 -437 
1862 3167 7993 
-1479 6241 -111 
7418 2382 4139 
2095 -8456 -2539 
-3747 2550 4543 
9853 583 1521 
-5025 5356 -5875 
5504 5131 5889 
-3749 -3286 7404 
-9786 -2645 -9527 
4932 9997 -7036 
6053 8503 2917 
-880 3369 2177 
-9573 -8476 -3670 
-7959 -1084 -6784 
-1364 -1268 -5538 
8621 5270 9656 
-4019 2227 -7528 
460 5937 -4536 
8278 3867 3334 
-4867 -9553 6558 
9730 -169 -7479 
8382 1778 1706 
1829 -5762 -2817 
1008 7506 7049 
7225 -4527 -1544 
6613 -2945 7437 
-6499 -8965 -2308 
4992 6571 -7744 
-1400 8165 1967 
-7663 3462 -3993 
8577 -623 6760 
8469 -456 1007 
-7161 2365 3676 
8524 8862 5737 
6840 989 1589 
4084 -3549 5651 
-495 -5436 9547 
-4625 -2039 6110 
-8645 -7036 -3164 
2810 6875 -9155 
9974 7385 -6011 
-5468 -9124 7696 
-8487 -4844 7320 
7138 -2531 2159 
-139 -5442 539 
-1243 7915 1684 
-1681 -8577 2336 
7478 -4947 -5617 
-706 6494 429 
-3968 -5317 -8005 
6937 7041 8660 
206 -6788 9661 
-2141 -4972 -5544 
1804 6309 7378 
3789 -2513 -777 
5475 7421 -5012 
5658 -1414 -8070 
4722 -7424 7023 
8620 4639 3169 
-5330 -2493 1771 
6542 6197 -2267 
-1654 1190 -6312 
1477 6291 -8050 
7527 -4346 -3280 
-6356 4191 -610 
-4006 9653 4441 
-7756 -455 -9429 
8361 -8219 -7234 
-7429 8260 8778 
-6997 7626 -2878 
9489 9675 -2220 
213 -2795 5948 
7623 -9257 -7475 
-3745 3182 -1788 
9405 -8267 7647 
-9021 -9079 -7714 
-4828 -4851 -1804 
6120 -165 -9845 
-4623 -6417 6079 
4721 3835 1730 
-1073 -213 5754 
3947 6131 -632 
-9768 1986 6669 
-2848 -4271 9830 
845 -8775 8255 
-4847 -1244 -5871 
7980 -3157 -3615 
-4881 -4545 958 
-6534 4235 5954 
-738 9882 -5189 
-7542 -7386 -3987 
-837 -192 -3601 
-790 -6874 6160 
-9725 6328 -9358 
-7933 5865 -5049 
5398 626 1974 
3925 -2347 3575 
-7381 3278 -4541 
5777 -2215 -968 
-1998 -7256 -4392 
9788 -3543 4820 
8269 4866 7334 
-8835 2480 1974 
-650 -8413 4452 
-1140 -3221 -3399 
8068 4117 1199 
1747 4914 5777 
-1291 8154 -5367 
7683 -5220 -1559 
-4488 -4638 5731 
-2571 -7636 1805 
-6992 -9859 -4008 
3512 5840 5451 
3801 -2867 -630 
4655 -8749 -2616 
-5644 3771 2639 
3859 7060 -239 
1581 1049 120 
3033 -6503 -3244 
-4793 -1555 3216 
8723 -589 -2140 
-5526 4311 -8114 
-7834 8579 -5103 
-1719 6510 -6921 
-421 -6077 3377 
542 6955 -6622 
-2494 3007 -8315 
-956 -7521 4218 
-4112 -3398 7275 
-4432 -2321 -9462 
8985 -9593 -2182 
6149 344 -6015 
-1104 -8512 -4393 
-4129 -1976 3896 
-5828 -8468 -4071 
-9656 7882 480 
3625 8455 -3713 
-8511 5582 182 
-1801 9221 -6178 
416 -4978 -4081 
-1263 8079 1768 
4897 -1142 -6197 
-8535 3888 8633 
9338 5894 802 
273 539 5124 
-6884 8325 -6663 
-2833 9882 7143 
-5535 -9881 -1511 
1670 4274 9669 
8541 -449 -8353 
1892 -9329 6249 
733 2138 915 
-5372 -523 -2015 
-4139 -3525 5713 
-7697 8299 -2717 
3662 8437 -5679 
-4635 -1146 6713 
6207 7339 -9839 
-8788 -8624 -9368 
6508 2746 5505 
-6590 -7163 6106 
2940 -6009 7545 
279 -5997 8545 
-1460 -8935 -3310 
-1814 5602 -202 
-7211 7136 2160 
-3047 5733 -271 
5004 -4365 2240 
1631 -5862 -8379 
721 3767 -5356 
9649 -2750 -3304 
-3798 -3704 -9341 
-4850 -1670 -9576 
6764 -5240 3338 
5310 -1904 -9908 
-576 8749 2316 
-8041 -8084 -2632 
6233 2026 3589 
-1285 4837 5766 
9799 7258 3113 
9814 -6116 5505 
-4126 5903 -5303 
9490 6491 -211 
5460 9698 -3428 
-1832 -8943 -9457 
1004 -7422 -934 
-9972 -2814 1638 
-3207 6953 1263 
5077 -4333 -9808 
-836 9607 -5007 
8888 5278 -1764 
-4599 4852 5215 
752 6965 -6751 
-2050 5242 -6659 
1718 -3400 6037 
-2482 -9175 -9971 
-2399 2051 -475 
-4168 9092 -7297 
1952 -2495 7610 
7834 7244 -9655 
-6764 1045 9086 
4729 -4910 9441 
82 -5359 -2517 
-9854 6599 9896 
-3027 -6941 -3994 
-8569 6246 -4344 
2670 8486 -128 
-9715 8714 -2268 
-4497 -5712 2755 
-8166 -1801 6395 
-6521 -833 6893 
9666 3242 5680 
2874 3762 5930 
-8475 -2057 6072 
-7402 -263 -5285 
-2714 8956 -5169 
2619 1298 -7119 
2147 -7591 9504 
9303 7490 8213 
772 4774 7271 
390 7241 -5245 
-6076 7028 2709 
-1892 4737 1904 
-4368 2137 8760 
9249 -1157 -3533 
-3671 2159 -1981 
-9238 700 -8175 
-8140 6690 2100 
-1304 4299 4388 
-8020 3020 6768 
7005 -6390 9426 
-3937 -969 -9614 
3714 -3938 5523 
-8643 -6118 5330 
8810 -8041 -7705 
-9792 -6680 862 
-540 1736 3767 
-8694 4947 8630 
-5622 7985 -1508 
3441 -6063 -9580 
-1945 7860 -3217 
1522 3579 5050 
1134 -1610 7578 
-1248 -3269 -706 
8609 -6196 2361 
6986 -859 6144 
8739 4858 -9720 
-6766 -5509 -193 
5765 3647 8235 
-2344 9613 -8641 
-2747 3091 8432 
4558 24 -4433 
8265 -7768 516 
3694 3151 -1802 
-1647 -841 1728 
5952 6893 -8690 
6379 689 -7524 
1784 7931 -6241 
-9730 -1067 9353 
6677 7754 -5498 
-6402 1269 -5641 
6479 1981 -640 
5819 6194 -973 
-2141 7938 -150 
-4843 4996 9351 
3977 -4887 -9831 
6389 -8900 2633 
4462 -1630 8707 
2113 -5363 2951 
-7474 -3183 5377 
-1238 -5345 9403 
8077 6429 4319 
-3125 5506 -6619 
-669 -2537 3736 
-2677 -472 1513 
4026 -4899 -3708 
-6160 -4995 -7121 
1454 7077 9195 
2537 6361 1656 
-6950 7045 4137 
-4106 9985 387 
-7883 -1708 8404 
2478 -2836 4410 
4174 -9183 207 
-2229 -6107 9150 
-7492 7856 -7976 
3738 -2386 789 
5823 -3192 -8904 
-8267 -1037 -5967 
-9823 -5240 -268 
2746 -1350 -9178 
-8554 -8707 8038 
1480 -1951 -990 
-5749 -1034 2442 
7151 -6892 4666 
4592 -7139 -578 
-3959 -1774 9222 
2208 3290 -756 
859 -79 -5895 
1850 -9771 -968 
8648 -8615 -8965 
-850 -6672 -7465 
-1020 2902 -6113 
3041 -9997 -5943 
6103 7020 -8415 
73 -4584 -415 
-6821 -7545 -8184 
-7377 2940 3920 
6749 5826 9178 
-8705 -1467 5601 
-9921 -2015 2443 
1809 -7839 8329 
9556 -1732 -5502 
-8050 -138 -2937 
6562 3237 -65 
-4880 9497 8376 
7485 -9494 5750 
1871 4478 1692 
3380 -3944 6598 
5531 -8424 633 
9834 2528 -4334 
2233 -7491 1760 
1489 -9059 -7057 
-1647 -7916 4794 
-809 6792 -7517 
-8369 4886 4784 
87 968 3146 
9142 9818 8470 
4469 210 2185 
-2283 -2276 1778 
95 -706 1350 
6838 -971 8388 
-8162 -7648 8249 
-5964 -2905 -3059 
5835 9864 -609 
-4313 -2002 -4118 
-4455 -8452 -575 
8272 5129 -6766 
8563 -4177 1001 
-765 8855 2450 
121 -6351 -1784 
-8184 6247 1223 
-8973 -1948 6183 
8477 1174 -954 
3848 3231 6112 
-3706 -1279 1454 
2492 3430 6512 
6552 1654 -6941 
2055 9676 -5541 
3402 -364 -4359 
9631 -5577 -9811 
-515 -4776 -824 
-9822 8419 7306 
743 -9048 6424 
-1425 -8773 -4003 
-9616 -5979 2329 
1457 1441 -623 
-6302 -4680 -4206 
-5454 6130 3746 
-5500 -3696 6644 
-3521 -3415 5136 
-6067 -7501 3017 
1177 -9670 491 
-7570 2551 -4827 
1140 2406 1090 
-5036 8633 7208 
887 -6608 706 
6790 7759 659 
-4694 8609 -3785 
5531 -5930 6092 
-9582 2163 -4377 
4585 -9574 -9136 
-7780 -5498 -8445 
-7745 -3817 7249 
6720 -741 5801 
-3721 -9039 -7596 
4327 4725 673 
-6431 7722 4398 
2787 315 -4310 
5920 7552 8447 
9468 -7764 9299 
963 9198 2638 
-2719 -4753 -5234 
-2894 6591 8003 
-8675 736 -6544 
5792 -7866 -2613 
8145 -563 2095 
2437 -5965 -7312 
5551 -601 -133 
-1067 -8116 -7123 
2704 -9616 -9995 
3446 2004 -8776 
5799 6862 817 
9227 291 3227 
6550 1811 -2667 
5674 -7093 -2880 
-1901 -3278 6763 
-388 -6457 7365 
-7757 -4116 397 
-3791 1474 -3617 
-9741 2490 9807 
3902 -7723 -7701 
1219 1273 7778 
-8214 -5510 -2623 
9357 -9128 -1184 
2207 1697 9461 
-7522 -5510 -6763 
-3369 3745 -638 
-7916 8006 228 
9519 -7752 5827 
3793 -5526 2765 
7165 4328 -701 
1108 1111 -1541 
-2992 -5465 4061 
1341 -6721 -6669 
4957 1419 -1670 
2036 -2192 -1655 
5184 2147 2653 
6498 -278 -102 
-6394 8559 -3384 
7591 8062 1027 
4290 800 1835 
-9612 6815 -4671 
6695 -9985 -5196 
2073 1257 2474 
-2982 2020 -752 
3062 994 9620 
7791 5837 8251 
8057 -1141 -2177 
894 3119 -4486 
1554 -1990 -9146 
-7377 -4212 4497 
3132 -3393 -5129 
1837 -7546 2501 
3560 3308 -7081 
-1449 5338 -5470 
8589 -1801 4980 
-3904 -5895 -1919 
-5316 -7329 -5769 
8426 7628 8593 
-7240 6185 -3459 
1969 -5374 -4413 
-8413 -6697 -6659 
8626 -4842 3972 
-3413 -8387 -5285 
-8491 5606 5799 
-2438 -3855 -1366 
-9687 739 -8900 
4287 -1283 -9343 
3513 -4485 -9211 
-6148 6888 -3792 
7132 -5984 8176 
617 3016 5910 
860 7312 -5622 
-7486 1189 6080 
-1320 3889 -1533 
-344 5308 -7541 
2810 -9681 -3361 
-6776 -5705 9574 
5052 -3623 -7700 
-1500 2296 -1987 
-7199 375 -6413 
6719 7185 -201 
847 5256 -6137 
-1570 292 -8814 
9724 -4682 -5693 
9417 7989 9454 
279 -7764 8446 
3494 9735 4459 
-7363 -6960 5307 
-7909 3866 8871 
-5905 -3912 -2870 
2736 -318 -325 
-4462 -7134 4662 
8987 -3784 -1934 
-66 7261 -890 
-416 241 -6037 
5122 2453 -2447 
-7795 8678 -4470 
-5726 -3617 -7164 
-6143 -3699 7614 
7516 2823 2847 
2404 -9701 -2850 
-2994 4758 7015 
9870 5305 -3302 
4199 2474 8030 
1680 -7508 -3591 
-5624 -1937 -8243 
6195 -2358 -4202 
4629 8685 -8064 
4843 -7088 -2166 
2009 1121 -7310 
4748 403 -3631 
-4916 6655 -7018 
2193 1941 3021 
-4808 -8746 1516 
895 -9041 7246 
3899 -8448 -6957 
-8334 -490 8378 
5014 -8926 -5895 
4850 9483 5121 
7778 4695 -9100 
7017 -7324 -866 
3205 2561 488 
-2408 6558 9190 
3744 -3196 -6022 
2490 7986 9836 
3150 2752 -750 
1257 -9726 -8099 
1971 -5188 2635 
-6585 5858 6493 
566 6698 710 
2836 -8518 8252 
3306 9712 5431 
3960 -1664 2494 
92 -5854 -6602 
2171 4784 -5784 
8725 -6733 4757 
2427 4075 -4941 
-1326 3279 -7903 
2590 -8962 3620 
-7910 5569 -4484 
-9261 -2414 -2030 
5040 533 6414 
2376 -2902 4048 
-1030 -1437 -8510 
8422 7526 2636 
3875 8271 -9539 
-8318 -643 6286 
-4623 -5104 -9600 
2998 -7700 -1088 
1094 -1879 -5055 
9908 674 -7966 
-9019 9543 -6908 
-2605 -4112 -6202 
4483 -1950 -1575 
-4580 -3848 8522 
4873 4211 9 
2061 -7581 -1608 
-4400 3633 -1640 
-491 -1120 325 
-9656 4211 -9799 
4242 -3424 -1279 
-3760 -2811 -1881 
4694 4133 4537 
5576 3471 6133 
-2453 -9679 -5081 
2776 -5965 -6901 
9262 -9734 1933 
-2050 1870 -7285 
680 -3788 -2297 
724 3568 -4295 
-392 -816 -7199 
-7143 135 3823 
4817 7916 5257 
-4939 1680 4449 
-8244 872 -9547 
-3166 8376 715 
-7280 -4037 7807 
-5758 365 7805 
-6870 -8824 -6281 
-7696 617 -3064 
6866 -6334 3391 
-6252 -2066 6996 
2472 -1287 -9697 
-8674 -5019 4886 
4743 3552 -137 
-6874 4150 6192 
216 -2695 -8398 
-5211 -9724 1022 
7610 -7359 -7495 
-4745 -89 2232 
-1940 7202 -5771 
-1458 -4848 -6634 
8006 -9247 7065 
-6920 -5121 7320 
-8088 -6792 7925 
2377 -9431 6786 
-2167 -3324 6000 
-3670 773 -3548 
9284 1682 -2451 
5550 -9370 -2962 
-2821 3258 8773 
5611 4235 -1539 
9012 -561 -6498 
4847 9703 1396 
-691 -5497 -4063 
8463 -2246 -3464 
-6094 -1685 -1917 
1622 7713 -2116 
9627 -5203 -995 
8429 858 -9897 
4753 -8592 4403 
-3916 -9599 1436 
-2722 -1173 2708 
2237 -2995 -6757 
4748 5666 -1725 
-8500 -3144 -8300 
-5663 9789 -1954 
876 1411 9614 
-2445 6725 -8422 
1036 6630 -6138 
-9378 1673 -8943 
8682 4918 60 
7421 -4599 4262 
4934 -9220 3089 
-7427 -6410 9406 
-6423 -3354 -6660 
8107 -5555 4717 
1221 2680 -3416 
8488 -1298 -1448 
985 -8005 -7689 
8708 -6345 5679 
2138 4398 939 
8249 3418 1257 
3218 -1531 -7979 
5171 3163 -603 
5482 4620 9038 
7953 -1215 3799 
8589 -5195 2637 
-8518 -5513 -1795 
9380 6792 -3718 
-5102 723 8654 
179 -6108 -9811 
8304 3310 1869 
-1922 4290 1898 
3977 -935 -4848 
-9914 -9284 343 
5859 6207 9184 
5124 -754 -5678 
-92 -4061 -7357 
-8430 -1457 5079 
-1584 -2834 -1638 
5182 4121 -3828 
-7815 -143 2009 
8979 9125 770 
5934 -3734 -8121 
-941 -5540 3282 
-6117 8874 -6722 
-6984 1077 -6128 
-8926 -1835 3665 
-6319 -4348 -3897 
-6555 3415 -9213 
1788 -78 -8742 
8753 -5342 -3902 
8072 261 7814 
-1060 -9715 -1361 
-512 6559 -1845 
2640 7101 -8860 
8536 7115 -5051 
-4209 -6229 8087 
-6608 4096 2624 
-8287 8308 9607 
-8449 -3618 -4180 
-649 -7316 761 
2136 -2225 6278 
949 -3277 4068 
488 2630 -253 
-3221 4422 -5880 
548 9591 3701 
-3639 -6904 -7039 
-814 1924 3232 
2296 -2842 -5936 
-6377 2533 4546 
4674 9268 7310 
-6412 8816 5609 
-1305 575 -6106 
174 -3952 -9560 
-4525 1006 -6569 
-3834 -9184 -1664 
4230 -852 8996 
3391 7664 -1028 
-6459 6221 -6546 
5934 6827 -1160 
-3019 -897 8395 
5273 5917 -5658 
9432 6512 -9380 
-1139 -3746 7879 
-3226 4462 5048 
1334 1310 2985 
-3081 3831 -6097 
-9519 832 -4471 
842 -8830 -9510 
5697 -1229 1009 
-967 -6699 1735 
-1012 7350 -7949 
-4251 5868 4373 
7678 -6065 -4551 
2016 4303 -4450 
3767 6791 3632 
8639 -1528 -5575 
6486 9942 213 
1496 -4847 6194 
-9457 8956 -6824 
8320 1093 -2638 
-1847 -3716 5222 
1749 5374 -2674 
-3755 3692 5438 
7265 1724 9947 
6949 8163 6015 
1887 9340 -1310 
-6958 8207 6993 
-8230 -3077 -7011 
-9804 4498 -1251 
3062 -8484 -2299 
-2808 294 1405 
-2997 377 8535 
-1454 -2176 -1813 
9980 3953 1081 
-2092 -2103 -563 
-1507 3391 3236 
6459 -5438 -289 
-6371 2056 -9426 
4716 -9465 -4127 
-8411 -3689 1323 
-1500 4197 -1761 
-9852 -4063 6427 
-5177 3948 9141 
-2424 1415 -8129 
-9669 435 -3736 
5672 9965 2935 
2494 -4095 -150 
-5221 -5847 4001 
-1606 -8839 -7939 
5828 -4237 -6055 
-7636 -8993 -7360 
-9666 -7716 -6400 
-7029 -757 -3130 
2378 -8819 -8315 
-8101 434 -2763 
9084 597 -4543 
-1323 7356 -2582 
2773 9381 -1378 
1314 2930 -4943 
-6633 5643 -2367 
1645 7750 -9936 
-2473 6332 4244 
-2690 -8052 6206 
-1689 8568 -8014 
-7110 4802 -2005 
217 -8429 -5658 
-3785 9884 6191 
-5259 -7635 -5815 
-625 -6401 -7482 
-7143 2914 -9903 
-9322 2038 9773 
1909 -7871 3742 
-9558 3051 -4409 
4035 5717 3249 
6855 -5142 -4084 
2417 5026 -6772 
-2019 2572 9289 
-2655 -1143 -6260 
5545 -8304 3468 
3569 8096 6340 
-3453 -6948 -9201 
-8538 -373 -4209 
5733 -9938 -941 
-8640 -7471 995 
-1579 -1468 -8261 
-1729 5106 8154 
-5620 9067 991 
8384 -3524 -3611 
-7324 1488 -7559 
434 6502 -7031 
-5328 4079 -3035 
9790 -9602 -5578 
9134 -5495 -8846 
-297 -4146 217 
-6191 2552 -7740 
-9234 -5760 6982 
4444 -9944 -2420 
446 4515 -3698 
-3755 -8779 1076 
2619 3476 5163 
8624 7625 -8865 
-993 6578 -1993 
9944 -694 -8080 
8905 4914 1733 
1753 757 -2932 
-3466 -1214 2525 
-9789 -5885 -3222 
4909 2171 2710 
5784 -981 -8590 
4025 7121 -8243 
8346 5171 9698 
-590 5159 -5482 
-3851 2359 -7848 
2738 2788 8640 
-3519 3802 -7962 
-5941 414 -1736 
-3447 3966 6240 
424 9077 1309 
5104 9218 -2541 
-4057 -2415 -7619 
9775 9726 -330 
-2923 -5398 -8468 
-4036 6443 -4171 
3385 -1062 -1580 
-388 -7414 -293 
-4621 -6064 3572 
-3421 300 -4894 
-2376 -6798 956 
7844 -8260 1197 
-480 -3185 8626 
5086 6413 5731 
3632 1188 -5111 
-4451 -4364 -3963 
-394 6375 5444 
-5738 679 3158 
-1492 4071 -1633 
-402 -7778 -428 
-3974 2445 -5267 
-1904 7034 -875 
2416 2549 1478 
-7936 -9150 -790 
-446 8666 5367 
7730 -2300 -3267 
8334 -329 7255 
7180 -395 2060 
7048 -4607 5650 
6570 9157 7959 
9544 3051 -8825 
2051 7095 392 
9655 -5627 -7330 
6136 8557 -8121 
8679 -2856 -647 
9315 -8710 -1695 
5543 -2938 4664 
-9383 9126 9085 
2564 8164 665 
9943 6417 -8598 
3 -93 -9443 
-9006 -5210 -8739 
-3236 -7097 5601 
6594 3271 -5904 
7522 7879 -4412 
1511 1636 -1651 
5764 4250 -6718 
7505 5836 745 
-1088 4407 6253 
-3334 5645 -4680 
6121 2075 5623 
737 -4996 4800 
423 1147 -9186 
-3034 -6374 997 
1910 3443 -1118 
9977 -1673 7467 
2339 5882 -1533 
2529 8086 -3255 
6314 -1338 -5805 
5683 -8606 6614 
7662 9142 8241 
-7537 -8607 -6737 
-9656 -45 9015 
3184 -3263 1894 
-2465 7087 1731 
5658 -7194 -985 
4356 8319 -9564 
5438 -3137 -6640 
-4880 -2209 6002 
542 2625 -9191 
-7251 2811 2236 
765 9999 9605 
-1572 -8683 6592 
-158 -5058 8568 
-7421 9707 6066 
-905 1110 3635 
-9258 -6672 8337 
